Course ID,University,Programme,Degree,Teaching language,Languages,Programme duration,Beginning,Tuition fees per semester in EUR,Description/content,Academic admission requirements,City,Duration_in_semesters,Contribution per semester,Total contribution,Master,Bachelor,PhD,Duration_in_semesters_extracted,admission_strictness
6231,Kempten University of Applied Sciences,MBA Supply Chain Management (Special Track) MBA Supply Chain Management (Special Track),Master of Business Administration (MBA),english,All seminars are conducted in English.,3 semesters,Winter and summer semester,1,"are you looking for an accredited mba course of study in germany that will support you in your international career? the kempten mba with its special track in supply chain management is highly application-oriented. it enables you to sustainably develop your personal leadership skills. the special track in supply chain management is designed to enable executive personnel to plan, implement and control logistics processes in order to design and evaluate the best system to meet the internal and external customer requirements. through the international focus of the kempten mba programme, you will be perfectly equipped to successfully perform in an international business environment or apply for a job in one of germany’s world market-leading companies. the stay abroad in australia, south africa or thailand will be an integral part of your studies. during your time abroad, you will have the chance to discover new cultures and establish international contacts. overview: international epas accreditation by the european foundation for management education (efmd) full-time (2 - 3 semesters) or part-time (4 semesters) language: english international students share all classes with german students. start: september or march fees: 16,900 eur further information : www.mba-kempten.de info@mba-kempten.de","as the seminars are conducted in english, participants will need a good level of proficiency in the english language . applicants for the mba programme must have successfully completed a degree-level course of study at a university or equivalent institute of higher education and require a minimum of two years of employment .",Kempten,3,0,3,1,1,0,3,Strict
6232,Technical University of Applied Sciences Wildau,Technical Management (MEng) Technical Management (MEng),Master of Engineering in Technical Management,english,English (100%),3 semesters,Summer semester,0,"more and more, our dynamic economies require people who can work across different disciplines rather than specialists. future managers and leaders must have a wide range of skills and be able to take a holistic approach while also being able to make clear commercial decisions. the goal of our master’s in technical management is to equip highly qualified interdisciplinarians with mathematical, technical and business, and economic expertise. students will gain skills in the following areas: production management / production logistics intralogistics transportation logistics / transportation planning and control interdisciplinary tasks students will develop their abilities to clearly define, analyse, and solve complex problems and tasks students will be prepared for management tasks (in particular, result-oriented leadership and responsibility as well as managing personnel)","bachelor’s degree, preferably in logistics, industrial engineering, or transportation systems engineering",Wildau,3,300,900,1,0,0,3,Lenient
6233,Freie Universität Berlin,MA Iranian Studies: Iran in Antiquity and Late Antiquity MA Iranian Studies: Iran in Antiquity and Late Antiquity,MA Iranian Studies,english,English,4 semesters,Winter and summer semester,0,"the aim of the iranian studies ma programme is to make the students familiar with various aspects of iranian languages, cultures, history and religions from antiquity to the late antique era. in this respect, the iranian cultural domain extends over a large part of western asia, far exceeding current political borders and includes the modern states of iran, afghanistan, the western regions of pakistan, the ""republics"" of the old soviet central asia, and areas within the caucuses. other peripheral areas came under strong iranian influence at other times. median, persian, and parthian dynasties extended their empires westward into the ancient near east, the eastern mediterranean world, and egypt as well as northward into azerbaijan and armenia.","1 applicants for the master's programme in iranian studies require a first university degree from a german university or a higher education institution outside germany in history and cultures of the middle east (concentration: iranian studies) or a foreign degree equivalent in content and structure to the bachelor's programme in history and cultures of the middle east (concentration: iranian studies) of the freie universität berlin. 2 one of the following bachelor's degrees can also be accepted: middle eastern or central asian studies, indo-european studies, studies in ancient civilisations, history, cultural studies, linguistics, literature, social science, politics, ethnology or theology. 3 proof of english skills (see below)",Berlin,4,311,1244,1,0,0,4,Lenient
6236,Hof University of Applied Sciences,Applied Research in Computer Science (MSc) Applied Research in Computer Science (MSc),Master of Science,english,Courses are held in English.,3 semesters,Winter and summer semester,0,"digitalisation is not just about converting analogue information to a digital format, but includes changing business models, providing services around products, and open innovation. in a world where fast time to market is increasingly important, corporations are well advised to listen to their customers for suggestions for improvement or new products and work closely together with universities and research labs to incorporate the latest technologies that help them to fulfil their customers’ needs. if you want to become part of this action and help bring results from foundational research to practical use while gaining work experience at local enterprises in upper franconia and its surrounding area, then this master's study programme is right for you. playing with the latest technologies within the institute of information systems, we are working with the latest technologies like machine learning and artificial intelligence, cyber-physical systems, smart data and data analytics, virtual and augmented reality, autonomous cars, and digital mobility as well as digital healthcare and the internet of things. we bring these technologies together by creating applications that really help people, are easy to use, and respect users’ privacy requirements. we are dealing with recent trends like usability, speech recognition, and natural language processing as well as listening to the challenges that the industry is facing. bringing together users' needs and technological possibilities is at the heart of our mission. what does hof university of applied sciences offer? being part of our multi-disciplinary team of experts with backgrounds in computer science, electrical engineering, business information systems, information science, and business law will enrich your career. you can combine the best of multiple worlds by gaining a master’s degree, having fun with the latest technologies, and learning about scientific research methods and a structured approach to problem solving while experiencing the working situation in our partner corporations. talented people with good ideas and an entrepreneurial spirit will get direct support from our digital startup centre einstein1 in order to build their own company right away. graduates with excellent grades will get an opportunity to proceed with phd studies. how does it work? the study programme consists of work in research projects of the research groups at the institute of information systems (iisys), special lectures in research methodology as well as lectures in computer science subjects, organisation science and business law. there will be a good mixture of practical work like programming and training of social skills (in meetings and by giving presentations) as well as conceptual work like creating architecture models, doing criteria-based comparisons or literature reviews to find suitable algorithms, and research approaches.","bachelor's degree in computer science, media informatics, mobile computing or business information systems, or comparable study programmes (please note: electrical engineering is not in compliance with the requirements.) above average grades in object-oriented programming, software engineering, computer networks and databases written application that includes your bachelor's thesis, a certification about an internship or practical work of at least 18 weeks, and a two-page literature review about a scientific topic of one of the iisys research groups oral exam with questions and discussion of a case study presented by you (can be done via video chat)",Hof,3,100,300,1,0,0,3,Moderate
6237,Hof University of Applied Sciences,Sustainable Textiles (MEng) Sustainable Textiles (MEng),Master of Engineering,english,Courses are held in English.,3 semesters,Winter and summer semester,0,"sustainability in the textile chemistry industry – what is that all about? it is about social responsibility. it is about environmental protection, renewable materials and the optimisation of the whole production process. this is exactly where this innovative, english-taught master's programme comes in. during your studies, you will acquire those skills needed to create (more) sustainable processes in textile chemistry. you develop solutions for ethical chemical alternatives (e.g. ecological colouring) and more effective production methods and conduct research on new finishing processes. the conditions on our münchberg campus are ideal. in addition to our institute for material sciences (ifm), we recently opened our brand-new technical centre for textile research. complemented by our local fraunhofer application center for textile fiber ceramics, hof university is excellently equipped for applied research. with a master's degree in sustainable textiles, you will have excellent career opportunities, both in germany and worldwide. study at hof university and participate in a master's programme that is unique in germany!","first degree from a recognised university with at least 210 credits according to the european credit transfer system (ects) or an equivalent degree in a engineering or natural sciences providing sufficient knowledge in textile technology and textile chemistry (please provide a diploma supplement or similar documents that explain the grading system of your university/country.) sufficient knowledge in textile technology and textile chemistry, which means that for passing the first degree, at least 60 credits (or their equivalent) were passed in the field of textile technology and at least 20 credits (or their equivalent) were passed in (textile) chemistry applicants with less than 210 credits (ects) have to gain the missing credits as follows: the student can do an internship (at least 20 weeks) as long as no internship was done during the bachelor’s degree. for applicants who already did an internship, we offer appropriate modules at hof university that the student can attend. for both alternatives, please calculate a fourth (extra) semester.",Hof,3,100,300,1,0,0,3,Lenient
6238,International School of Management (ISM),Business Intelligence & Data Science (MSc) Business Intelligence & Data Science (MSc),Master of Science in Business Intelligence & Data Science,english,Courses are held in English.,4 semesters,Winter semester,6180,"the msc business intelligence & data science combines two exciting disciplines: business administration and it . it provides comprehensive methodological knowledge for well-founded data analysis as well as for intelligent and automatic data evaluation and usage. the combination with consulting aspects is what makes the course so special. in addition to it topics, students also have lessons in company analysis and practical consulting projects . thus graduates can make important predictions in the enterprise and are significantly involved in achieving business goals more effectively.","a successfully completed bachelor's degree, with at least 180 ects points, or an equivalent course of study at a university or university of applied sciences or a foreign higher education institution of corresponding rank at least 15 ects credits from the fields of mathematics, statistics, economics or computer science from a course of study in economics or at least 15 ects credits in the field of economics from a degree course in business mathematics, (business) computer science or technology/(business) engineering submission of the application forms participation in an application interview and a case study admission process: the admission process consists of a case study and an interview. you are expected to present the results of your case study on the day of the admissions test.",Dortmund,4,0,24720,1,0,0,4,Lenient
6241,Max Planck Institute for Meteorology,International Max Planck Research School on Earth System Modelling (IMPRS-ESM) Earth System Modelling (IMPRS-ESM),Doctoral degree (Dr rer nat or Dr rer pol),english,Courses are mainly held in English.,6 semesters,Other,0,"the imprs-esm is committed to promoting young researchers of the earth system sciences and to supporting interdisciplinary doctoral studies as well as international co-operations. the imprs-esm is based on the partnership between the max planck institute for meteorology and the universität hamburg. the imprs-esm offers interdisciplinary phd studies in the comprehensive field of earth system modelling, with emphasis on the interactions between the natural and the human systems. the scientific subject is the development, application and evaluation of a hierarchy of earth system models on different temporal and spatial scales to answer key questions of global change. doctoral candidates of the imprs-esm contribute to the development and application of earth system models and/or model components. they apply mathematical models to answer specific research questions, analysing dynamics and processes in the natural system and its interaction with the anthroposphere. the school comprises institutions and scientists from the broad field of earth sciences as well as from economics and social sciences.","a master's degree (including a written thesis) or a comparable academic qualification in the broad field of earth system sciences: physics, geophysical sciences (including meteorology and oceanography), chemistry, ecology, mathematics, computer science, engineering, economics, or political science since the programme focuses strongly on numerical simulations, candidates with computer literacy (e.g., unix environment, fortran programming or other programming languages) will be given priority.",Hamburg,6,330,1980,0,0,1,6,Lenient
6243,Hamburg University of Applied Sciences,Master of Science in Process Engineering MSc Process Engineering,Master of Science in Process Engineering,english,"Classes are held in English. No German is required to complete the course, but we recommend that you learn some basic German before starting the programme to help with integration into life in Germany.",3 semesters,Winter and summer semester,0,"the master’s degree (msc) programme in process engineering at the haw hamburg provides participants with scientific and practical skills, which enable the students to conduct research and work in the field of research and development, maintenance and service, planning and design of plants, plant operation or management in the process-related industry or in academia. graduates fulfil the formal and scientific requirements to start a phd programme. the master's programme covers mathematical, scientific and engineering topics of the various phases of the process plant life cycle with a strong emphasis on digitalisation/industry 4.0. the full-time study programme consists of three semesters (90 cps). the first two semesters (60 cps) encompass modules such as numerical mathematics, digital plant design, advanced instrumentation and automation, process optimisation and simulation, advanced thermodynamics and separation processes, advanced solids processing and reaction engineering, plant engineering, process and plant safety, multi-physics simulation, materials and corrosion, environmental technologies, bioenergy and plant operation. non-technical skills focus on project management and asset management as well as project finance. most lectures and seminars are complemented by associated practical courses with state-of-the-art software tools and experiments in our on-site laboratories. students can deepen their competences in a scientific project in small groups. enhanced soft skills are acquired in the seminars and during the lectures through intense discussions and small projects as well as presentations, posters and papers. the third semester is a research semester (30 cps) with the completion of a master's thesis. students will participate in a research project conducted at the university or in the industry.","bachelor's degree (or equivalent) in process engineering or a similar technical field graduate record examination (gre) for applicants who do not have a bachelor's qualification from an eu country proof of english language, if english is not the first language (see language requirements) students who completed their school education outside germany must have their certificates approved by uni-assist ( http://www.uni-assist.de ) before applying to the haw hamburg. the pre-registration documentation (vpd) from uni-assist must be sent with the application forms, etc., when applying to the haw hamburg. please be advised that this process can take six to eight weeks. more information about the academic requirements can be found here: https://bit.ly/31yhrxq",Hamburg,3,336,1008,1,0,0,3,Lenient
6245,Osnabrück University,Physics Physics,Master of Science,english,The teaching language is English.,4 semesters,Winter and summer semester,0,"our new international master's programme in physics intends to bring prospective students a solid base in general physics, while offering them advanced hands-on research experiences in state-of-the art labs or at the theoretical forefront. based in a modern, yet charming, science campus, the physics department has an excellent teacher-to-student ratio – with us, you are not just a number, but rather, you can interact closely with the faculty. we offer a broad variety of research fields in condensed matter physics, such as quantum phenomena of systems in reduced dimensions, with applications in nano-science and novel materials. our theoretical groups are leading a national research unit on the emergence of thermodynamics in non-equilibrium systems. this work is based on statistical physics of complex classical and quantum systems. experimental methods cover ultrafast optics, x-ray and photo-electron spectroscopies, magnetometry, spin resonance, highest-resolution scanning probe microscopy, and electronic transport. new facilities such as powerful computer clusters and state-of-the-art nanoelectronics and microelectronics fabrication are constantly added, allowing you to get first-hand experience in modern work environments.","1. in order to be admitted to the master’s programme in “physics”, the applicant must a) hold a bachelor’s degree or comparable qualification in physics or in a mathematics-natural sciences dual major bachelor’s degree programme with a specialisation in physics, or in another appropriate degree subject, either from a german university or a university abroad which is one of the bologna-signatory countries, or b) hold a comparable qualification from another university abroad. in such cases, equivalence is determined in accordance with the assessment proposals of the of the central office for foreign education (zab) at the administrative office of the standing conference of the ministers of education and cultural affairs (kmk). the selection committee decides whether a degree programme is in a suitable subject. c) not have definitively failed a master’s examination or a comparable examination in a comparable subject area without the option of retaking the examination, and not have lost their entitlement to take the examination d) not already have passed a master’s examination or a comparable examination in a comparable subject-area 2. any bachelor’s degree submitted as part of the admission procedure must show that its holder has successfully obtained at least 80 credit points (incl. bachelor’s thesis) in the essentials of experimental and theoretical physics in the areas of mechanics, electrodynamics and optics, thermodynamics and statistical physics, quantum mechanics, and atomic, molecular and solid state physics. 3. applicants who are unable to show that they have completed the requirements under 2. because they are lacking a maximum of 20 credit points can be admitted to the master’s programme in physics with the following proviso: the applicants must as a rule prove within one year that they have passed the foundation courses in the areas listed under 2. in osnabrück university’s bachelor’s programme in physics. the selection committee determines the study programme for these applicants. 4. in deviation from paragraph one, applicants can also be provisionally admitted to the programme if their bachelor’s degree has not yet been completed at the time of application, if they have acquired at least 150 ects credit points and if, on the basis of the progress they have made in their studies so far and especially with respect to their examination results, it is expected that they will obtain their degree by the end of their first semester in the master’s programme at the latest. this means that applicants must have completed all credits for the bachelor’s degree or the comparable qualification by the end of their first semester in the master’s programme. applications for the winter semester must be submitted by 31 march; applications for the summer semester must be submitted by 30 september.",Osnabrück,4,350,1400,1,0,0,4,Strict
6246,University of Duisburg-Essen,Communications Engineering Communications Engineering,Master of Science,german english,The language of instruction is half German and half English. This means that approx. 50% of the courses are taught in German and the other 50% are taught in English. The language of the examination is the same as the language of instruction in the corresponding lecture.,4 semesters,Winter and summer semester,0,"the aim of the communications engineering master's course is to prepare students for demanding roles in management, research and academia. the course specifically aims to develop the ability to engage with demanding areas of communications technology theory and the ability to solve demanding tasks that require the comprehensive theoretical tools of modelling, synthesis and simulation. alongside in-depth lectures on electrical engineering and computer science as well as information and communications technology, the programme offers special lectures on data processing, information technology and communications networks that will allow students to choose their own study paths. graduates will gain the skills to develop a sophisticated understanding of modern it and communications systems, particularly as they relate to the needs of customers and corporations. for this, computer technology and software development are as important as the individual electrical system components. in particular, students will be able to understand roles and areas of application. furthermore, they will be able to communicate as corporate managers, and they will also be able to communicate with customers and official bodies.","bachelor's degree in an appropriate subject area, with adequate length of studies and with an average mark of at least 2.5 issued in germany or a foreign equivalent",Duisburg,4,320,1280,1,0,0,4,Moderate
6249,University of Duisburg-Essen,Computational Mechanics Computational Mechanics,Master of Science,german english,The language of instruction is half German and half English. This means that approx. 50% of the courses are taught in German and the other 50% are taught in English. The language of the examination is the same as the language of instruction in the corresponding lecture.,4 semesters,Winter and summer semester,0,"the past few decades have seen rapid growth in the deployment of computer-assisted strategies to address practical problems. from construction and mechanical engineering disciplines such as finite element/volume calculation to branches of medicine (e.g., biomechanics) and biology (e.g., evolution simulation), the list of areas in which such strategies are applied is constantly expanding. this development is based on a fundamental concept that allows problems to be reliably analysed using complex continuum mechanics modelling, numerical processes and experimental techniques. this concept, which comes under the heading of computational mechanics, bridges the gaps between theoretical model building, numerical processing and experimental reality. engineers aiming to work in this field need a solid grounding in its governing principles. the computational mechanics course teaches students the underlying theory needed to apply and advance complex computer-assisted procedures. this involves correct use of models and algorithms, the correct carrying out and interpretation of experiments, and the error-free use of application programmes.","bachelor's degree in an appropriate subject area, with adequate length of studies and with an average mark of at least 2.5 issued in germany or a foreign equivalent",Duisburg,4,320,1280,1,0,0,4,Moderate
6250,University of Tübingen,Cultures of the Global South Cultures of the Global South,Master of Arts,english french spanish,"Spanish, French, English",4 semesters,Winter and summer semester,1500,"in this ma degree programme, you will investigate contemporary cultures of the global south with a focus on social and political dynamics and from the vantage point of comparative transregional studies. the programme is international, interdisciplinary, and intercultural in orientation and has a strong emphasis on research as well as on building bridges between theory and professional practice. the programme deals with thematic complexes such as colonialism and postcolonialism, migration and mobility, transculturalism and globalisation. among the disciplines involved in teaching the programme are literary, cultural, and media studies along with cultural anthropology, education, and other related social sciences. regional focus students may specialise via a particular regional focus. in addition to a comprehensive comparative profile, we provide specialisation in the following areas: latin american studies african studies research focus over the course of your ma degree programme, you will become acquainted with the significant cutting-edge research approaches within the literatures and cultures of the global south and develop the skills necessary for undertaking your own independent research. the degree programme also offers the possibility of a fast-track route to doctoral research so that the ma thesis becomes an integral element in the subsequent phd thesis.","the minimum admission requirement for the ma cultures of the global south is a ba in literary or cultural studies or social sciences with the final grade of 2.5 / 2nd class honours / b or better. additionally, applicants must provide evidence of language proficiency (see language requirements).",Tübingen,4,160,6640,1,0,0,4,Moderate
6251,University of Duisburg-Essen,Computer Engineering Computer Engineering,Master of Science,german english,The language of instruction is half German and half English. This means that approx. 50% of the courses are taught in German and the other 50% are taught in English. The language of the examination is the same as the language of instruction in the corresponding lecture.,4 semesters,Winter and summer semester,0,"this course of studies imparts knowledge of technologies of engineering-oriented computer science. the structure of the study field offers students the possibility to choose between two profiles: “intelligent networked systems” or “interactive systems and visualisation”. based on a fundamental and method-oriented bachelor's course of study, the students expand their knowledge of computer science technologies and practical skills while they acquire in-depth knowledge of the state of research in certain subfields. the graduates are able to perform demanding conceptual and innovative tasks of engineering-oriented computer science or independently make scientific contributions in the research field and take on leading positions later in professional life. they will be able to tackle the demanding conceptual and innovation-led projects typical of the it industry.","bachelor's degree in an appropriate subject area, with adequate length of studies and with an average mark of at least 2.5 issued in germany or a foreign equivalent",Duisburg,4,320,1280,1,0,0,4,Moderate
6252,University of Duisburg-Essen,Embedded Systems Engineering Embedded Systems Engineering,Master of Science,german english,The language of instruction is half German and half English. This means that approx. 50% of the courses are taught in German and the other 50% are taught in English. The language of the examination is the same as the language of instruction in the corresponding lecture.,4 semesters,Winter and summer semester,0,"the embedded systems engineering master's programme unites two areas that have traditionally been regarded as separate: computer science and communications technology. alongside in-depth lectures on electrical engineering as well as computer science and information technology, the programme offers special lectures on data processing, information technology and communications networks, thus enabling students to choose their own study paths. this master's course of study provides skills for integrating hardware and software of computer-based systems for a wide range of applications, such as in telecommunications (e.g., smartphones, front-end computers), robotics (e.g., distributed sensor and actuator systems), automotive and automation engineering and many other fields. small but high-performance computer systems increasingly pervade and will continue to influence human life not only in the industry but also in private life. this course of study prepares graduates for the requirements of one of the biggest future technologies and its development in a global market. for this purpose, the fields of hardware and software will be offered in greater depth. by using computer-assisted design and testing methods, students will be prepared for complex decision-making processes in the development and production of future innovative products. since embedded systems are used in all fields of engineering there are excellent job opportunities for graduates in leading positions, especially in the fields of electrical and mechanical engineering and in the it sector.","bachelor's degree in an appropriate subject area, with adequate length of studies and with an average mark of at least 2.5 issued in germany or a foreign equivalent",Duisburg,4,320,1280,1,0,0,4,Moderate
6253,University of Duisburg-Essen,Management and Technology of Water and Waste Water Management and Technology of Water and Waste Water,Master of Science,german english,The language of instruction is half German and half English. This means that approx. 50% of the courses are taught in German and the other 50% are taught in English. The language of the examination is the same as the language of instruction in the corresponding lecture.,4 semesters,Winter and summer semester,0,"in this degree programme, students will develop the skills to gain a detailed understanding of today's water industry systems, particularly in the area of management, engineering and process engineering, with the focus being on water collection, treatment and purification. in these areas, students will be taught joined-up thinking across business administration, water management and technical issues. they will be able to understand complex water management systems and apply such systems and technologies internationally with due regard to regional and national contexts. based on relevant studies in natural and engineering sciences, the course of study predominantly includes topics of business and water resources management, advanced engineering subjects and engineering subjects with a focus of water production, water conditioning and wastewater treatment. the graduates are offered interesting job opportunities (leading positions) in water companies, in water associations and in planning. therefore, the fields of activity open to the graduates lie at the cross-section between process engineering/water technology and water management. the possible application areas include project planning and development of water treatment plants and wastewater treatment plants, plant construction, operation of water treatment plants and wastewater treatment plants and economical aspects. application areas also include realisation and evaluation of quality management systems for drinking water suppliers.","bachelor's degree in an appropriate subject area, with adequate length of studies and with an average mark of at least 2.5 issued in germany or a foreign equivalent",Duisburg,4,320,1280,1,0,0,4,Moderate
6254,University of Duisburg-Essen,Mechanical Engineering Mechanical Engineering,Master of Science,german english,The language of instruction is half German and half English. This means that approx. 50% of the courses are taught in German and the other 50% are taught in English. The language of the examination is the same as the language of instruction in the corresponding lecture.,4 semesters,Winter and summer semester,0,"the high-tech machinery and plant construction industry is one of germany's largest sectors, and it is a reliable source of employment for the future. the combination of mechanical engineering with electronics, metrology, steering technology and control engineering has created entirely new products and processes. in today's increasingly globalised marketplace, graduates with a master's degree in mechanical engineering have a global and wide-ranging choice of careers. these include managerial positions not just in major corporations but also in the sme sector, in which the opportunities for growth and career advancement are substantial. entry-level graduates are particularly sought after. the most innovative sectors (which are also the areas in which specialists are in particularly high demand) include robotics, sensory and laser technology, and software. the automotive sector and construction firms continue to offer good opportunities, while other employers can be found in aerospace and astronautics, electrical engineering, telecommunications, medical technology and the chemical and pharmaceutical industries. master's degree holders can also expect to find work in universities, research institutes and the public sector. the master in mechanical engineering programme is divided into seven study profiles, each offering a different focus. the profiles are as follows: general mechanical engineering energy and environmental engineering maritime systems safety mechatronics production and logistics ship and offshore technology turbomachinery","bachelor's degree in an appropriate subject area, with adequate length of studies and with an average mark of at least 2.5 issued in germany or a foreign equivalent",Duisburg,4,320,1280,1,0,0,4,Moderate
6255,University of Duisburg-Essen,Metallurgy and Metal Forming Metallurgy and Metal Forming,Master of Science,german english,The language of instruction is half German and half English. This means that approx. 50% of the courses are taught in German and the other 50% are taught in English. The language of the examination is the same as the language of instruction in the corresponding lecture.,4 semesters,Winter and summer semester,0,"in this course of studies, the metallurgical and metal-physical basics used for the production of metallic materials and their processing as well as heat treatment and refinement will be deeply discussed. thereby, students will be enabled to independently develop, implement and optimise processes and materials. besides the deepening lectures from the metallurgy, the plasto-mechanics and the thermodynamics fields, other lectures related to process simulation, data processing as well as project management will be offered. this master's degree course enables attractive leading positions in the iron and steel industry and in the metal processing industry. the fields of activity for graduates lie in the world of metal production as well as in companies that deal with the production and the processing of metallic materials. this ranges from the classical deployment consulting in constructive mechanical engineering to companies that deal with heat treatment in the further processing of volume and two-dimensional materials as well as in metal processing industries such as vehicle body construction and parts production in the automotive domain.","bachelor's degree in an appropriate subject area, with adequate length of studies and with an average mark of at least 2.5 issued in germany or a foreign equivalent",Duisburg,4,320,1280,1,0,0,4,Moderate
6256,University of Duisburg-Essen,Power Engineering Power Engineering,Master of Science,german english,The language of instruction is half German and half English. This means that approx. 50% of the courses are taught in German and the other 50% are taught in English. The language of the examination is the same as the language of instruction in the corresponding lecture.,4 semesters,Winter and summer semester,0,"the educational objective of the master's course of study is to prepare students for challenging tasks in management, research and teaching in the field of power engineering. the course of study extends the basic knowledge of the bachelor's course of study in electrical and electronic engineering in the fields of mathematics and statistics, electromagnetic field theory and power engineering. based on this, the fields of high-voltage technology and power engineering as well as appropriate systems with economic aspects of operating will be treated. the course of study is completed with selected topics of renewable energy technology. in this way, graduates are primarily prepared for the research of innovative technologies in power engineering, especially in consideration of different energy sources and economic aspects. graduates can use these results in their industrial practice in order to develop and operate innovative concepts of energy supply, and they can attain leading positions that involve developing and operating systems of energy production and supply.","bachelor's degree in an appropriate subject area, with adequate length of studies and with an average mark of at least 2.5 issued in germany or a foreign equivalent",Duisburg,4,320,1280,1,0,0,4,Moderate
6258,University of Duisburg-Essen,Environmental Toxicology Environmental Toxicology,Master of Science,english,All courses and examinations are held in English.,4 semesters,Winter semester,0,"environmental toxicology (envitox) is an integrated interdisciplinary master's degree programme that has been offered by the university of duisburg-essen since 2010. the course of study imparts knowledge on chemical properties of xenobiotics and other anthropogenic substances, their interactions with the biosphere, their detection and monitoring, and legal aspects related to this field. envitox focuses on biology, chemistry and environmental sciences. therefore, students with a bachelor's degree in biology, chemistry, ecology or similar fields of study are welcome to apply for the envitox programme.","the formal requirements to apply for the envitox master's programme include: a university degree (bsc, msc, university diploma [e.g., ""universitätsdiplom""], state examination [e.g., ""staatsexamen""]) in biology, chemistry, water science or environmental sciences in the natural sciences domain or a degree from a university of professional education (e.g., bsc, msc, diploma (""fachhochschuldiplom"", hbo diploma) in one of the above-mentioned study programmes the grade point average of the above mentioned degree should be at least 66. at least 15 credits should have been earned in two of the following three areas of expertise: biology chemistry environmental sciences practical knowledge in biological and/or analytical laboratory methods a practical bachelor's thesis relevant for the field of environmental toxicology an english certification (see below)",Essen,4,350,1400,1,0,0,4,Lenient
6262,University of Potsdam,"Cognitive Systems: Language, Learning, and Reasoning Cognitive Systems",Master of Science,english,Courses are taught exclusively in English.,4 semesters,Winter semester,0,"the msc cognitive systems programme is a two-year master's degree programme that covers the areas of computational linguistics, machine learning, and knowledge representation and reasoning. the programme is unique in bringing together all three fields in an interdisciplinary combination. the main focus is on developing intelligent computer systems; we also cover formal models of human cognitive processes. the programme teaches you how to build computer systems that process language and that learn, reason, and solve problems autonomously. it is a four-semester programme that is jointly taught by the department of computer science and the computational linguistics and psycholinguistics groups within the department of linguistics. the programme provides students with strong foundations in computational linguistics, knowledge representation and reasoning, machine learning, and statistical modelling.","applicants need to demonstrate that they already have programming skills as well as background knowledge in at least one of these areas: foundations of mathematics, foundations of computer science, or foundations of linguistics. we accept students from a variety of backgrounds, such as computational linguistics, computer science, linguistics, or neighbouring disciplines, e.g. mathematics and psychology. documentation of your background knowledge in at least one of these areas: foundations of mathematics (calculus, linear algebra, statistics), foundations of computer science (data structures and algorithms, formal languages and automata), or foundations of linguistics (syntax, semantics, phonology, pragmatics). it is possible to document your background knowledge by having taken at least 9 ects worth of classes. documentation of your programming skills . the preferred way is that your transcript of records clearly lists at least 6 ects worth of programming classes. alternatively, you can send in certificates regarding extracurricular programming courses that you have attended or documentation of programming projects that you have completed. the completion of the two courses – ""principles of computing, part 1"" and ""principles of computing, part 2"" – will be accepted as a fulfilment of this requirement.",Potsdam,4,300,1200,1,0,0,4,Lenient
6263,Universität Hamburg,European Studies and European Legal Studies (MA/LLM) European Studies and European Legal Studies (MA/LLM),Master of Arts (MA) or Master of Laws (LLM),english,Courses are held in English only. Participants can choose to write their Master's theses in German or in English.,2 semesters,Winter semester,4250,"at the beginning of the master's programme, three basic modules devoted to the legal, economic and political aspects of european integration must be attended by all students collectively. during the subsequent specialisation phase, students have the opportunity to study one of the following elective areas (ea) in depth: i) international relations of the eu ii) european business law the increasing relevance of the economic and political external relations of the eu, including their implications for security and defence matters, led to the inception of ea i, ""international relations of the eu"". in order to gain comprehensive and in-depth understanding of the european integration process, it is necessary to also consider the eu within the framework of global competition, global challenges and responsibilities of the international community. the concept of ensuring the identity of europe on the global level also feeds into these considerations. the eu, its member states and private economic actors are embedded in an ever-growing imbroglio of international and transnational arrangements and regulations offering various new lines of work for suitably qualified academics. ea ii, ""european commercial law"", focuses on the analysis of the eu and its internal and global interactions from the viewpoint of companies as the centre of economic activities. the conduct of companies on the european and global level plays a pivotal role in the pursuit of the economic, political and other objectives of the union, the internal market here being the most obvious accomplishment. this elective area offers a thorough discussion of company law, competition law and policy, and issues of business organisation. students will also gain an understanding of labour relations, the protection of intellectual property, and concepts of taxation of business-related activities.","the requirements for admission to the master's programme are as follows: applicants are required to have a degree from a german or foreign institution of higher education (university level) with a grade above average, preferably in law, in economics, or in political science representing 240 credit points (cp) according to the european credit transfer and accumulation system (ects). applicants who have been awarded their first degree qualifying for a professional career with a total of 180 cp have to make up for the missing 60 cp by a good performance in additional educational or practical training programmes relating to the fields covered in the master's programme. proof of this may be submitted in the form of professional experience, further studies, research activities, publications or the like. very good english language proficiency is required.",Hamburg,2,320,9140,1,0,0,2,Lenient
